KH, KW, SH, SW, PH, PW, SH, SW, H, W (Ci=8/Co=256), W (Ci=16/Co=256), W (Ci=32/Co=256), W (Ci=64/Co=256), W (Ci=128/Co=256), W (Ci=256/Co=256), W (Ci=384/Co=256)
1, 7, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240,,,,
1, 7, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240,,,,
1, 7, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240,,,,
1, 7, 1, 5, 1, 1, 1, 1, 128, 240, 240, 240,,,,
1, 7, 1, 5, 1, 1, 1, 1, 256, 240, 240, 240,,,,
1, 7, 1, 5, 1, 1, 1, 1, 384, 240, 240, 240,,,,
1, 7, 1, 6, 1, 1, 1, 1, 128, 240, 240, 240,,,,
1, 7, 1, 6, 1, 1, 1, 1, 256, 240, 240, 240,,,,
1, 7, 1, 6, 1, 1, 1, 1, 384, 240, 240, 240,,,,
1, 7, 1, 7, 1, 1, 1, 1, 128, 240, 240, 240,,,,
1, 7, 1, 7, 1, 1, 1, 1, 256, 240, 240, 240,,,,
1, 7, 1, 7, 1, 1, 1, 1, 384, 240, 240, 240,,,,
2, 1, 1, 1, 1, 1, 1, 1, 128, 192, 192, 192, 192, 192, 192, 128
2, 1, 1, 1, 1, 1, 1, 1, 256, 192, 192, 192, 192, 192, 128, 85
2, 1, 1, 1, 1, 1, 1, 1, 384, 192, 192, 192, 192, 170, 85, 56
2, 1, 2, 1, 1, 1, 1, 1, 128, 192, 192, 192, 192, 192, 192, 128
2, 1, 2, 1, 1, 1, 1, 1, 256, 192, 192, 192, 192, 192, 128, 85
2, 1, 2, 1, 1, 1, 1, 1, 384, 192, 192, 192, 192, 170, 85, 56
2, 2, 1, 1, 1, 1, 1, 1, 128, 193, 193, 193, 193,,,
2, 2, 1, 1, 1, 1, 1, 1, 256, 193, 193, 193, 193,,,
2, 2, 1, 1, 1, 1, 1, 1, 384, 193, 193, 193, 193,,,
2, 2, 1, 1, 2, 2, 1, 1, 128, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 1, 1, 256, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 1, 1, 384, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 1, 2, 128, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 1, 2, 256, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 1, 2, 384, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 1, 128, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 1, 256, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 1, 384, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 2, 128, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 2, 256, 193, 193, 192, 179,,,
2, 2, 1, 1, 2, 2, 2, 2, 384, 193, 193, 192, 179,,,
2, 2, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 2, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 2, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 2, 1, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 2, 2, 1, 1, 1, 1, 1, 128, 193, 193, 193, 193,,,
2, 2, 2, 1, 1, 1, 1, 1, 256, 193, 193, 193, 193,,,
2, 2, 2, 1, 1, 1, 1, 1, 384, 193, 193, 193, 193,,,
2, 2, 2, 1, 2, 2, 1, 1, 128, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 1, 1, 256, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 1, 1, 384, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 1, 2, 128, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 1, 2, 256, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 1, 2, 384, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 1, 128, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 1, 256, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 1, 384, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 2, 128, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 2, 256, 193, 193, 192, 179,,,
2, 2, 2, 1, 2, 2, 2, 2, 384, 193, 193, 192, 179,,,
2, 2, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 2, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 2, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 2, 2, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 3, 1, 1, 1, 1, 1, 1, 128, 194, 194, 194, 194,,,
2, 3, 1, 1, 1, 1, 1, 1, 256, 194, 194, 194, 194,,,
2, 3, 1, 1, 1, 1, 1, 1, 384, 194, 194, 194, 194,,,
2, 3, 1, 1, 2, 2, 1, 1, 128, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 1, 1, 256, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 1, 1, 384, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 1, 2, 128, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 1, 2, 256, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 1, 2, 384, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 1, 128, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 1, 256, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 1, 384, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 2, 128, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 2, 256, 194, 194, 186, 167,,,
2, 3, 1, 1, 2, 2, 2, 2, 384, 194, 194, 186, 167,,,
2, 3, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 3, 1, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 3, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 3, 1, 3, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 3, 2, 1, 1, 1, 1, 1, 128, 194, 194, 194, 194,,,
2, 3, 2, 1, 1, 1, 1, 1, 256, 194, 194, 194, 194,,,
2, 3, 2, 1, 1, 1, 1, 1, 384, 194, 194, 194, 194,,,
2, 3, 2, 1, 2, 2, 1, 1, 128, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 1, 1, 256, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 1, 1, 384, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 1, 2, 128, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 1, 2, 256, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 1, 2, 384, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 1, 128, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 1, 256, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 1, 384, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 2, 128, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 2, 256, 194, 194, 186, 167,,,
2, 3, 2, 1, 2, 2, 2, 2, 384, 194, 194, 186, 167,,,
2, 3, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 3, 2, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 3, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 3, 2, 3, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 1, 1, 1, 1, 1, 128, 195, 195, 195, 195,,,
2, 4, 1, 1, 1, 1, 1, 1, 256, 195, 195, 195, 195,,,
2, 4, 1, 1, 1, 1, 1, 1, 384, 195, 195, 195, 195,,,
2, 4, 1, 1, 2, 2, 1, 1, 128, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 1, 1, 256, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 1, 1, 384, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 1, 2, 128, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 1, 2, 256, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 1, 2, 384, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 1, 128, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 1, 256, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 1, 384, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 2, 128, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 2, 256, 195, 194, 181, 155,,,
2, 4, 1, 1, 2, 2, 2, 2, 384, 195, 194, 181, 155,,,
2, 4, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 3, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 4, 1, 4, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 4, 2, 1, 1, 1, 1, 1, 128, 195, 195, 195, 195,,,
2, 4, 2, 1, 1, 1, 1, 1, 256, 195, 195, 195, 195,,,
2, 4, 2, 1, 1, 1, 1, 1, 384, 195, 195, 195, 195,,,
2, 4, 2, 1, 2, 2, 1, 1, 128, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 1, 1, 256, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 1, 1, 384, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 1, 2, 128, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 1, 2, 256, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 1, 2, 384, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 1, 128, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 1, 256, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 1, 384, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 2, 128, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 2, 256, 195, 194, 181, 155,,,
2, 4, 2, 1, 2, 2, 2, 2, 384, 195, 194, 181, 155,,,
2, 4, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 2, 128, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 2, 256, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 1, 2, 384, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 1, 128, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 1, 256, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 1, 384, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 2, 128, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 2, 256, 240, 240, 240, 240,,,
2, 4, 2, 2, 2, 2, 2, 2, 384, 240, 240, 240, 240,,,
2, 4, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 4, 2, 3, 2, 2, 1, 1, 128, 240, 240, 240, 240,,,
2, 4, 2, 3, 2, 2, 1, 1, 256, 240, 240, 240, 240,,,
2, 4, 2, 3, 2, 2, 1, 1, 384, 240, 240, 240, 240,,,
