KH, KW, SH, SW, PH, PW, SH, SW, H, W (Ci=8/Co=256), W (Ci=16/Co=256), W (Ci=32/Co=256), W (Ci=64/Co=256), W (Ci=128/Co=256),W (Ci=256/Co=256), W (Ci=384/Co=256)
1, 7, 1, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
1, 7, 1, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
1, 7, 1, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
1, 7, 1, 6, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
1, 7, 1, 6, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
1, 7, 1, 6, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
1, 7, 1, 7, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
1, 7, 1, 7, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
1, 7, 1, 7, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 1, 1, 1, 1, 1, 1, 1, 128, 192, 192, 192, 192, 192, 192, 192
2, 1, 1, 1, 1, 1, 1, 1, 256, 192, 192, 192, 192, 192, 192, 170
2, 1, 1, 1, 1, 1, 1, 1, 384, 192, 192, 192, 192, 192, 170, 113
2, 1, 2, 1, 1, 1, 1, 1, 128, 192, 192, 192, 192, 192, 192, 192
2, 1, 2, 1, 1, 1, 1, 1, 256, 192, 192, 192, 192, 192, 192, 170
2, 1, 2, 1, 1, 1, 1, 1, 384, 192, 192, 192, 192, 192, 170, 113
2, 2, 1, 1, 1, 1, 1, 1, 128, 193, 193, 193, 193, 193, 193, 129
2, 2, 1, 1, 1, 1, 1, 1, 256, 193, 193, 193, 193, 193, 193, 129
2, 2, 1, 1, 1, 1, 1, 1, 384, 193, 193, 193, 193, 193, 170, 113
2, 2, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240, 240, 240
2, 2, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240, 240, 170
2, 2, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240, 170, 113
2, 2, 2, 1, 1, 1, 1, 1, 128, 193, 193, 193, 193, 193, 193, 129
2, 2, 2, 1, 1, 1, 1, 1, 256, 193, 193, 193, 193, 193, 193, 129
2, 2, 2, 1, 1, 1, 1, 1, 384, 193, 193, 193, 193, 193, 170, 113
2, 2, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240, 240, 240
2, 2, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240, 240, 170
2, 2, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240, 170, 113
2, 3, 1, 1, 1, 1, 1, 1, 128, 194, 194, 194, 194, 194,,
2, 3, 1, 1, 1, 1, 1, 1, 256, 194, 194, 194, 194, 194,,
2, 3, 1, 1, 1, 1, 1, 1, 384, 194, 194, 194, 194, 194,,
2, 3, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 3, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 3, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 3, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 3, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 3, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 3, 2, 1, 1, 1, 1, 1, 128, 194, 194, 194, 194, 194,,
2, 3, 2, 1, 1, 1, 1, 1, 256, 194, 194, 194, 194, 194,,
2, 3, 2, 1, 1, 1, 1, 1, 384, 194, 194, 194, 194, 194,,
2, 3, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 3, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 3, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 3, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 3, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 3, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 1, 1, 1, 1, 1, 1, 128, 195, 195, 195, 195, 195,,
2, 4, 1, 1, 1, 1, 1, 1, 256, 195, 195, 195, 195, 195,,
2, 4, 1, 1, 1, 1, 1, 1, 384, 195, 195, 195, 195, 195,,
2, 4, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 2, 1, 1, 1, 1, 1, 128, 195, 195, 195, 195, 195,,
2, 4, 2, 1, 1, 1, 1, 1, 256, 195, 195, 195, 195, 195,,
2, 4, 2, 1, 1, 1, 1, 1, 384, 195, 195, 195, 195, 195,,
2, 4, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 4, 2, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 4, 2, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 4, 2, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 1, 1, 1, 1, 1, 1, 128, 196, 196, 196, 196, 132,,
2, 5, 1, 1, 1, 1, 1, 1, 256, 196, 196, 196, 196, 132,,
2, 5, 1, 1, 1, 1, 1, 1, 384, 196, 196, 196, 196, 132,,
2, 5, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 1, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 1, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 1, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 2, 1, 1, 1, 1, 1, 128, 196, 196, 196, 196, 132,,
2, 5, 2, 1, 1, 1, 1, 1, 256, 196, 196, 196, 196, 132,,
2, 5, 2, 1, 1, 1, 1, 1, 384, 196, 196, 196, 196, 132,,
2, 5, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 2, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 2, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 2, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 5, 2, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
2, 5, 2, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
2, 5, 2, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
2, 6, 1, 1, 1, 1, 1, 1, 128, 197, 197, 197, 197,,,
2, 6, 1, 1, 1, 1, 1, 1, 256, 197, 197, 197, 197,,,
2, 6, 1, 1, 1, 1, 1, 1, 384, 197, 197, 197, 197,,,
2, 6, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 1, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 1, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 1, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 1, 6, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 1, 6, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 1, 6, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 2, 1, 1, 1, 1, 1, 128, 197, 197, 197, 197,,,
2, 6, 2, 1, 1, 1, 1, 1, 256, 197, 197, 197, 197,,,
2, 6, 2, 1, 1, 1, 1, 1, 384, 197, 197, 197, 197,,,
2, 6, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 2, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 2, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 2, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 2, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 2, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 2, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 6, 2, 6, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 6, 2, 6, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 6, 2, 6, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 1, 1, 1, 1, 1, 128, 198, 198, 198, 198,,,
2, 7, 1, 1, 1, 1, 1, 1, 256, 198, 198, 198, 198,,,
2, 7, 1, 1, 1, 1, 1, 1, 384, 198, 198, 198, 198,,,
2, 7, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 6, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 6, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 6, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 1, 7, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 1, 7, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 1, 7, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 1, 1, 1, 1, 1, 128, 198, 198, 198, 198,,,
2, 7, 2, 1, 1, 1, 1, 1, 256, 198, 198, 198, 198,,,
2, 7, 2, 1, 1, 1, 1, 1, 384, 198, 198, 198, 198,,,
2, 7, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 5, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 5, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 5, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 6, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 6, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 6, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
2, 7, 2, 7, 1, 1, 1, 1, 128, 240, 240, 240, 240,,,
2, 7, 2, 7, 1, 1, 1, 1, 256, 240, 240, 240, 240,,,
2, 7, 2, 7, 1, 1, 1, 1, 384, 240, 240, 240, 240,,,
3, 1, 1, 1, 1, 1, 1, 1, 128, 128, 128, 128, 128, 128, 128, 85
3, 1, 1, 1, 1, 1, 1, 1, 256, 128, 128, 128, 128, 128, 128, 85
3, 1, 1, 1, 1, 1, 1, 1, 384, 128, 128, 128, 128, 128, 128, 85
3, 1, 2, 1, 1, 1, 1, 1, 128, 128, 128, 128, 128, 128, 128, 85
3, 1, 2, 1, 1, 1, 1, 1, 256, 128, 128, 128, 128, 128, 128, 85
3, 1, 2, 1, 1, 1, 1, 1, 384, 128, 128, 128, 128, 128, 128, 85
3, 1, 3, 1, 1, 1, 1, 1, 128, 128, 128, 128, 128, 128, 128, 85
3, 1, 3, 1, 1, 1, 1, 1, 256, 128, 128, 128, 128, 128, 128, 85
3, 1, 3, 1, 1, 1, 1, 1, 384, 128, 128, 128, 128, 128, 128, 85
3, 2, 1, 1, 1, 1, 1, 1, 128, 129, 129, 129, 129, 129, 86, 43
3, 2, 1, 1, 1, 1, 1, 1, 256, 129, 129, 129, 129, 129, 86, 43
3, 2, 1, 1, 1, 1, 1, 1, 384, 129, 129, 129, 129, 129, 86, 43
3, 2, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240, 171, 85
3, 2, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240, 171, 85
3, 2, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240, 170, 85
3, 2, 2, 1, 1, 1, 1, 1, 128, 129, 129, 129, 129, 129, 86, 43
3, 2, 2, 1, 1, 1, 1, 1, 256, 129, 129, 129, 129, 129, 86, 43
3, 2, 2, 1, 1, 1, 1, 1, 384, 129, 129, 129, 129, 129, 86, 43
3, 2, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240, 171, 85
3, 2, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240, 171, 85
3, 2, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240, 170, 85
3, 2, 3, 1, 1, 1, 1, 1, 128, 129, 129, 129, 129, 129, 86, 43
3, 2, 3, 1, 1, 1, 1, 1, 256, 129, 129, 129, 129, 129, 86, 43
3, 2, 3, 1, 1, 1, 1, 1, 384, 129, 129, 129, 129, 129, 86, 43
3, 2, 3, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240, 171, 85
3, 2, 3, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240, 171, 85
3, 2, 3, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240, 170, 85
3, 3, 1, 1, 1, 1, 1, 1, 128, 130, 130, 130, 130, 87,,
3, 3, 1, 1, 1, 1, 1, 1, 256, 130, 130, 130, 130, 87,,
3, 3, 1, 1, 1, 1, 1, 1, 384, 130, 130, 130, 130, 87,,
3, 3, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 172,,
3, 3, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 172,,
3, 3, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 172,,
3, 3, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
3, 3, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
3, 3, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
3, 3, 2, 1, 1, 1, 1, 1, 128, 130, 130, 130, 130, 87,,
3, 3, 2, 1, 1, 1, 1, 1, 256, 130, 130, 130, 130, 87,,
3, 3, 2, 1, 1, 1, 1, 1, 384, 130, 130, 130, 130, 87,,
3, 3, 2, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 172,,
3, 3, 2, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 172,,
3, 3, 2, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 172,,
3, 3, 2, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
3, 3, 2, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
3, 3, 2, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
3, 3, 3, 1, 1, 1, 1, 1, 128, 130, 130, 130, 130, 87,,
3, 3, 3, 1, 1, 1, 1, 1, 256, 130, 130, 130, 130, 87,,
3, 3, 3, 1, 1, 1, 1, 1, 384, 130, 130, 130, 130, 87,,
3, 3, 3, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 172,,
3, 3, 3, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 172,,
3, 3, 3, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 172,,
3, 3, 3, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
3, 3, 3, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
3, 3, 3, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
3, 4, 1, 1, 1, 1, 1, 1, 128, 131, 131, 131, 131, 88,,
3, 4, 1, 1, 1, 1, 1, 1, 256, 131, 131, 131, 131, 88,,
3, 4, 1, 1, 1, 1, 1, 1, 384, 131, 131, 131, 131, 88,,
3, 4, 1, 2, 1, 1, 1, 1, 128, 240, 240, 240, 240, 173,,
3, 4, 1, 2, 1, 1, 1, 1, 256, 240, 240, 240, 240, 173,,
3, 4, 1, 2, 1, 1, 1, 1, 384, 240, 240, 240, 240, 173,,
3, 4, 1, 3, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
3, 4, 1, 3, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
3, 4, 1, 3, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
3, 4, 1, 4, 1, 1, 1, 1, 128, 240, 240, 240, 240, 240,,
3, 4, 1, 4, 1, 1, 1, 1, 256, 240, 240, 240, 240, 240,,
3, 4, 1, 4, 1, 1, 1, 1, 384, 240, 240, 240, 240, 240,,
3, 4, 2, 1, 1, 1, 1, 1, 128, 131, 131, 131, 131, 88,,
3, 4, 2, 1, 1, 1, 1, 1, 256, 131, 131, 131, 131, 88,,
